,podcast name,review name,review score,review text
1063,Wise Traditions,Out of date,2,Maybe need to update this information on deaths and seriousness of the covid virus!
1064,Wise Traditions,LOVE this Podcast,5,"I enjoy listening to this podcast while at work, the information they have in all of their episodes gets me so excited to learn more about all of the topics they cover. It’s like a food for my soul to keep going and learning more about how to live a better life for me and my family!"
1065,Wise Traditions,Awesome Podcast!!!,5,"Hilda, host of the Wise Traditions podcast, highlights all aspects of health, wellness and more in this can’t miss podcast! The host and expert guests offer insightful advice and information that is helpful to anyone that listens!"
1066,Wise Traditions,Amazing!,5,Such a great podcast! Informative and truly interesting. The podcasts with Dr. Tom Cowan are my favorite. Keep up the good work!
1067,Wise Traditions,Well rounded,5,Great show for not getting caught in trends and just getting info
1068,Wise Traditions,So Thankful!,5,"I’m so thankful I found this podcast and WAPF. I’m confident it’s a vital key to good health. I’ve listened to about 70 episodes in recent months and learned so much!
I gladly share it with friends and I pray this message will continue to spread.
Thanks for making this possible!"
1069,Wise Traditions,Great Thought Food.,5,"Hilda does a super job!
The guests on the show are always interesting.
Thanks for putting on a nice program.
Not too short and not too long."
1070,Wise Traditions,We love you holistic hilda!,5,"Our house hold is hooked to this podcast .
Completely captivated by every episode and inspiring us for a better lifestyle .
Life changing goodness!"
1071,Wise Traditions,Nutrition Truth,5,Love love love Weston A. Price Foundation and this wonderful podcast. Thank you for helping our family change our way of eating and how we think about food!!
1072,Wise Traditions,Thanks so much!,5,I love this podcast. I have learned so much!
1073,Wise Traditions,Love this podcast!,5,"This is my ""go to"" health podcast. I listen almost everyday while I workout in the morning. It is without a doubt the most reliable information you will find. Hilda does a great job of producing a quality interview with some of the most knowledgable people in the health world. Please keep up the good work and know that I have been very blessed!"
1074,Wise Traditions,My “go to” podcast,5,The Weston A. Price foundation and this Wise Traditions podcast is the authority on everything that has to do with eating real food. This is my go to podcast when I want to learn new things related to health and wellness.
1075,Wise Traditions,Fantastic and super informative!,5,"I'm so thankful I found this podcast and have learned SO MUCH from it. Please keep up the great work and teaching - it's so, so helpful and valuable, and the interviews and topics are so interesting!! My husband and I are contemplating starting a family soon and I'm thankful to be learning some of the ""Wise Traditions"" ways before that."
1076,Wise Traditions,Love it!,5,We love WAPF! It has helped us change our lives and raise happy children! Thanks for taking the information to the air waves!
1077,Wise Traditions,Can’t get enough,5,"As a young mom who is doing my best to raise healthy kids and to have a healthy lifestyle myself, I am continually inspired by the content on this podcast. Thanks for the quality information!"
1078,Wise Traditions,I can’t stop listening!,5,"I absolutely love this podcast. The information shared is important for everyone to know, and broken down so everyone can grasp it! And each episode gives you at least one takeaway- one step you can take RIGHT NOW to live a healthier life. This is what people need to be hearing!! 💗"
1079,Wise Traditions,You had me as food!,5,"I just finished listening to the say cheese
Episode and am super excited to learn that I should eat it
More than I already do!!!"
1080,Wise Traditions,Excellent information on improving health and nutrition,5,"I enjoy listening to this podcast and learn so much valuable information on how to improve my nutrition and improve health, as someone living with an autoimmune condition. Thank you for this podcast!"
1081,Wise Traditions,My favorite,5,"This is by far my favorite podcast! It makes me look forward to Monday’s! I love that they have so much information from so many experts and they always offer solutions to these “modern problems” we have. I have learned SO much and I really appreciate Hilda’s interviewing style, she really asks the questions I want asked and let’s her guests talk! I have listened to so many episodes more than once and I recommend the podcast to everybody! When I run out of episodes to listen to, I try searching for a new one to “fill the void” but I haven’t found any other to be THIS good! Keep up the great work! Thank you for a great show!"
1082,Wise Traditions,Priceless Education for Everyone,5,"This is my favorite podcast. It literally shares the true path to health, wellness, and environmental awareness. Thank you for fighting for us."
1083,Wise Traditions,Most inspiring,5,I love the focus on critical thinking going back to first principles of the foundations of health. I’ve heard more life-changing ideas on this podcast than anywhere else. Thank you to the Westin A Price Foundation for this podcast!
1084,Wise Traditions,Favorite podcast,5,"By far my favorite podcast. Very informative (non-biased) in all aspects of health and healing. Thank you for providing such a great show!
Teresa Lopez,
Wyoming"
1085,Wise Traditions,Excellent!!,5,"This podcast has spoiled me... they make a great podcast seem effortless (which is Far from true!) I tried to listen to other health related podcasts where hosts speaking over each other, ramble, and provide seemingly random information bits amongst promoting their own products. Hilda and her group make an impact each time with clear and truthful information on a wide range of traditional wellness topics. Hilda is a great interviewer with a clear progression of in-depth coverage of the topic. Thank you WAPF, keep spreading truth!!!"
1086,Wise Traditions,Big fan!,5,"Love this podcast and the wide array of topics it covers. I am all for the return to sustainable farming and eating practices, as much as possible in the modern world"
1087,Wise Traditions,Just No.,1,This was really hard to listen too because of the lady interviewing and the ads.
1088,Wise Traditions,"Irresponsible, conspiratorial, alarmist. No thanks.",1,"I've only listened to one episode ""Bucking the System"", but wow...that was enough. I strongly disagree with most of what was said. I found it to be conspiratorial and alarmist. There’s plenty of medical literature that refutes many of the claims. I recognize science is ever changing, and recommended dietary approaches continue to evolve. However one of the main reasons I disagree with this podcast episode is it’s anti-vaccine advocacy."
1089,divine throughline,I love it,5,"Inspiring, thought provoking filled with many insights and “aha” moments. Thank you universe and thank you Julie for this podcast"
1090,divine throughline,Julie is a anchor in the storm of life ...,5,"I adore listening to Julie.. from family, to meditation, yoga , food and ANYTHING METAPHYSICAL she will share her perspectives with us! I have learned so much about how i want to be in this life guided by SriMati."
1091,divine throughline,Grounding,5,Truly through her words a grounding but yet expanding experience. I absolutely love the meditations as they are an up leveled experience. Thoughtful and expanding guests. More meditations please 🥰🤗
1092,divine throughline,Expanding,5,"Thank you from all of my being, for sharing your experiences and opening channels I’ve haven’t had words for. Much appreciation for every expression of you. I’m looking forward to growing with you. Thanks"
1093,divine throughline,A gift,5,"Each episode is a gift of heart centered knowledge. I am grateful for the time dedicated to the creation of these episodes. In an anxiety prone life, I always breath more easily while listening to Sri Mati’s grounding messages. I’ve had several revelations about challenges in my life through this enlightening podcast and I often re-listen to several of the episodes. Thank you :)"
1094,divine throughline,Real. Inspiring. Evocative.,5,"Julie’s presence can be felt in every episode; I listen and feel grounded, inspired and like my brain processing is getting an upgrade. I love this show! Keep me coming and thank you for your work! 🙏🏻"
1095,divine throughline,Beautiful soul,5,Love love love her honesty and truth
1096,divine throughline,Spiritual Mother,5,"SriMati is such an important light guiding us through these times. She has given me so many truths that shimmer inside and change me for the better. She has shifted my perspective on addiction, food, the environment, my relationship with myself, parenting, aging, and so much more. She is helping make a way. I stand in awe of her creative force, and also feel compelled to move with her. Julie, I am eternally grateful."
1097,divine throughline,I hope you bring back the podcast,5,I value your voice❤️
1098,divine throughline,Informative and Insightful,5,"I recently became aware of this podcast and am so delighted to listen to it each day. Julie’s voice was made for this medium... the words just melt right into my consciousness. I appreciate the content- from personal experiences, to meditation and relaxation exercises, to diet and health/ beauty. Her perspective on spirituality has really resonated with me and quite frankly given me more confidence to explore this aspect of my life. I hear a mature, self aware, confident woman when I listen to Julie’s podcast, and she’s refreshingly REAL (I appreciate the nuggets of sarcastic humor and wit!)."
1099,divine throughline,Feeling the Healing 💙,5,"Much love, thank you for this podcast 💙."
1100,divine throughline,The summer of Julie,5,"I'm a new mom and a high school teacher. This summer I discovered SriMati, Julie, and it was the greatest gift! While enjoying household tasks, or walking my baby I would listen to Julie in the background. I am lifted and inspired by her words. I am so grateful that this podcasts is in existance!!"
1101,divine throughline,Great insight from SriMati,5,"I love this podcast, such a refreshing change from the sea of others. Thank you Julie for all you do!"
1102,divine throughline,Incredible,5,Fantastic message - so eye-opening and love the courage to share your experiences - thank you.
1103,divine throughline,So wise!,5,Our world needs this podcast! Everyone should listen to this.
1104,divine throughline,Good,4,Good podcast
1105,divine throughline,Love from Alaska,5,"I feel like I’m receiving therapy listening to Julie’s podcast. I share many things in common from the heart of being a mother .
Thank you Julie for putting time and love into this for your listeners. ❤️"
1106,divine throughline,Grateful,5,I be never written a review on a podcast. Such a beautiful soul who organically shares herself with the listeners. I am learning so much and look forward to every episode. Thank you🙏🏽
1107,divine throughline,She’s the best!,5,"I have been listening to Julie for a year and I have saved all of her guided meditations. Each time I listen I get something more. I really appreciate her honesty, and just that she is so real."
1108,divine throughline,Thank you,5,Thank you for sharing your magic! Great wellness podcast offering meditation insight on plant power lifestyle very sincere inspirational and motivating.
1109,divine throughline,I came back when I was ready to hear..,5,"Beautiful SriMati,
I became an RRP fan over a year ago which is how I heard about you and Divine Throughline. I was so enthralled with Rich’s story (I am also a recovering alcoholic and aspiring to become a stronger athlete) and loved hearing his conversations which caused me to subscribe to your podcast instantly! However, after listening to a couple episodes, I decided that it wasn’t for me. I was only a few months into my sobriety and did not foresee the spiritual shift that was coming my way...(as say the steps :))
Since reaching my 6 month sobriety mark, I have started to feel different and more open and willing regarding the idea of a Higher Power of my understanding. I’ve felt more drawn to the divine feminine and all the bright light that comes with that.
Two weeks ago I resubscribed to your podcast and I cannot get enough. I appreciate your candid and relaxed vibe (especially in comparison to Rich’s structure and format which, I also love) and I’m able to truly hear your words now!
I just started an episode that opens up with you playing music with your son(s) and it brought me to tears! I hadn’t heard you play together before and I was just so overwhelmed with the beauty of it. Your vocal harmonies were wonderful and I felt like you really opened up even more of your world to me. That is was prompted me to type out this review!
Thank you for the transparency, the truth and the guidance. I’m so glad I grew into appreciating what you share with the world.
Sending you love and blessings,
Susie from Montana"
1110,divine throughline,I Love Divine Throughline,5,"I arrived late to the DT party but I know my arrival was divinely timed. In need of some healing and validation I was led to this podcast via a Rich Roll on IG. Every episode I’ve heard thus far has been chock full of wisdom and love. Sri Mati is so honest and real, she’s like a breath of fresh air that has come to clear the pollution out of the Earth’s energy field. The healing techniques alone make this podcast worth listening to, episodes 10 creating healthy boundaries & 26 Yoga Nidra are my favorites right now. Please continue to breathe your light into the world. Namaste..."
1111,divine throughline,The Greatest Podcast,5,"This podcast has added so much value to my life. I am grateful for SriMati's courage, dedication, and the effort she puts into creating this content. A truly fantastic podcast."
1112,divine throughline,Radiant?,1,"To get an amazing skin will cost you 350 dollars an hour. It’s shocking to listen to this promotion that is only available for elites.
Not an episode worth listening to."
1113,divine throughline,Community and guidance,5,"Julie/Srimati creates a beautiful space for community and guidance through thoughtful loving conversation, music, and meditation. 💛✨"
1114,divine throughline,Like the podcast but now unsubscribing,4,"Enjoyed the open, positive, feminine positions Julie takes. No one has to agree on everything but I kinda freaked out when I heard her being pro anti vaccines on the last episode Grow. Its sat with me so werid I'm unsubscribing. Otherwise I'd say she mostly very calming and brings equinimity to the table."
1115,divine throughline,Thank You,5,"A beautiful conversation. Thank you.
So much to learn."
1116,divine throughline,Thank you Julie!,5,I found your podcast so amazing and spiritual. I’ve always felt or I was forced to feel like the crazy person and it’s nice to see that there is more people like me and that others are changing and being more receptive to different thinking.
1117,divine throughline,"Faith, love, and optimism",5,"There is so much more within me than I know. This is what I’ve learned from Srimati. Her experience, creativity, and guidance are helping me understand how to unlock and better support myself on my journey to becoming what I’m meant to be. I don’t really know where I’m going, but Srimati’s brave and bold example makes me less afraid of the unknown. Thank you for your faith, your love, and your optimism. It is making such a difference in my life."
1118,divine throughline,I am So happy I found You!!,5,You are so right! This is a Great Time To Be Alive! You bring language to the extraordinary. Thank you so much. I believe in you too. xoxo
1119,Intelligent Medicine,"Excellent ""News to Use""",5,"If you want stay current with the trends in functional & integrative medicine and health, this podcast is the one you want to subscribe to. Valuable information & resources for clinicians or patients, in approachable format!"
1120,Intelligent Medicine,Awesome Podcast!!!,5,"Dr. Hoffman, host of the Intelligent Medicine podcast, highlights all aspects of health, wellness and more in this can’t miss podcast! The host and expert guests offer insightful advice and information that is helpful to anyone that listens!"
1121,Intelligent Medicine,Leyla,5,I really like Leyla’s calm voice of information. This is one of my faves.
1122,Intelligent Medicine,Awesome Podcast!!,5,"Dr. Ronald, host of the Intelligent Medicine podcast, highlights all aspects of health, wellness and more in this can’t miss podcast! The host and expert guests offer insightful advice and information that is helpful to anyone that listens!"
1123,Intelligent Medicine,Infomercial,2,"Have listened for a long time but sense more and more this is turning into a platform for specific manufacturers products. I know that the program has to get funding, but starting to wonder about the objectiveness of the show / information that is touted."
1124,Intelligent Medicine,Still The Best!,5,Dr. Hoffman brings on his considerable knowledge of an integrative approach to human health.
1125,Intelligent Medicine,Best of the health podcasts,5,I’ve listened to this show daily for more than 15 years. Dr. Hoffman is a national treasure to all things natural health related. His expertise and integrity is unmatched.
1126,Intelligent Medicine,The Best there is,5,"I’ve been listening to Dr Hoffman for over a decade and his knowledge is unmatched! He truly
has a passion for helping people become and stay healthy naturally but has the medical expertise to recommend medications and medical interventions when required. He’s a genuine person.
I cannot emphasize enough how much he has helped me thru his program Health Talk with Dr Ronald Hoffman on the Radio and now Thank God thru The Intelligent Medicine Podcasts ! You are greatly appreciated Dr Hoffman!
Thank You.
Doctor Hoffman is"
1127,Intelligent Medicine,A balanced approach to health,5,"I have been listening to Dr Hoffman and Leyla for many years and will continue to listen for many more. I have submitted several questions that they have answered on air, one that was especially appreciated while considering a new medication for my husband. Thanks Dr Hoffman for your help and guidance, and for upholding our rights to supplement access."
1128,Intelligent Medicine,Great information,5,I am a practicing Physician Assistant in a Functional Medical Practice and through the years have picked up invaluable pearls from Dr. Hoffman’s podcast. I really respect the collaborative spirit in which he honors Leyla’s contributions as well
1129,Intelligent Medicine,best health podcast,5,dr hoffman is very enjoyable to listen to. he breaks it down and makes info easy to understand.
1130,Intelligent Medicine,Great information,5,Have been listening to Dr Hoffman for many years and highly value his podcasts very highly!
1131,Intelligent Medicine,Very Interesting and Helpful,5,Dr. Hoffman prompts you to think about things in a whole new way. Very cutting edge.
1132,Intelligent Medicine,Each podcast opens your mind,5,"Every pc I have listed to is exceptionally well done with thought provoking ideas and well educated guests.
The pc on MTHFR & dentistry are a few of my favorites:)"
1133,Intelligent Medicine,"My favorite podcast, hands down !",5,"Dr. Hoffman is an amazing physician who focuses on taking care of ourselves through proper nutrition and lifestyle. He gets to the root of the problem instead of putting a bandaid over it. I have been a long time listener to his radio show and now I never miss a podcast. He and his nutritionist Leyla have the best health information podcasts, hands down. I love this show."
1134,Intelligent Medicine,Informative and helpful,5,"I started listening to Dr Hoffman’s Intelligent Medicine podcasts of his Saturday show about a year ago. As a nutrition student with a master’s degree and pursuing a career in dietetics I really value this podcast. I love how he tackles and breakdown research articles so that everyone can understand. I also like how he goes against a lot of “Traditional medicine” and conventional nutrition recommendations. He has so much experience and knowledge and that comes through in all of his podcasts. This new podcast is great. I like that it is updated often and how episodes are dedicated to different topics. Q&A with Leyla is also great because I like to get an RDs perspective. Really great show, I look forward to listening while I clean, walk and cook. Keep it up =D"
1135,Intelligent Medicine,Great Information !!!,5,One of my favorite Doctors
1136,Intelligent Medicine,Great Nutritional Info by Dr Hoffman and Leyla,5,"One of the strong points about Dr Hoffman’s insight into nutrition is that he 'walks the talk.’ He makes available on line what and why he personally takes certain supplements. Like myself, he is an older male, who tries to promote optimum health outcomes through regular exercise along with the addition of supplements to our good diet. Dr Hoffman often explains the mechanism of how or why such-and-such a supplement is beneficial for us, not just recommending it outright with a ’take this’ statement. I feel that he is a trained medical doctor who sincerely wants to promote positive health outcomes for his listeners and patients. His suggestions sound like his intent is to help people permanently ‘maintain’ good health, rather than simply prescribing a ‘pill’ which may just mask symptoms, like many in the medical profession. He talks on a variety of health topics and may invite noted guest speakers, too. He and dietician Leyla regularly answer questions from listeners, so more, and often timely, health topics are introduced. We can gain more health knowledge through listening to these dialogues. Although I have never purchased items from his website, I believe that only top-quality items are sold there. If I lived in the New York City area and I had unexplained health problems, I would not hesitate to seek out treatment at his clinic."
1137,Intelligent Medicine,This should be required listening for all of us. Excellent health & nutrition advice,5,"Long time listener... Dr. Hoffman has such a balanced approach to health & nutrition, giving us the most sound info possible. I could go on and on about how great he is. Instead, just listen and learn! Leyla, his nutritionist, also offers excellent advice."
1138,Intelligent Medicine,great information,5,excited to be on the podcast tonight! Talking about vitamin k2 and bone health and heart health.
1139,Intelligent Medicine,Perfect for Staying Healthy,5,"You have to love a professional with amazingly valuable information that puts it out there for free. As always Dr. H, I appreciate your service!"
1140,Intelligent Medicine,Very Helpful,5,Dr Hoffman and Layla are well informed and can be very helpful to those that listen to the show
1141,Intelligent Medicine,Best Health Podcast!!!!,5,"I do a lot of podcast surfing and I always come back to Intelligent Medicine. This podcast, hosted by a doctor and a nutritionist, educates on a unique blend of alternative and conventional medical approaches. I call it unique because their only ""agenda"" is to educate their audience about preventative medicine as the best medicine. If things have gone past prevention, they have the experience and the education to offer sound advice. This advice might include seeing our doctor, suggesting supplements, recommending lifestyle changes, and/or offering the latest cutting edge techniques and approaches.
Dr. Hoffman keeps up with both the conventional and alternative medical research and shares it with the audience in a conversational, understandable, and enjoyable format (Leyla too! - the nutritionist).
I shop at their supplement store to help support their efforts. So very grateful for this podcast. I wouldn't miss an episode!"
1142,Intelligent Medicine,THANK YOU!,5,Awesome podcast with on fleek advice!
1143,Intelligent Medicine,Awesome,5,Dr. Hoffman provides excellent information to all of us who want better health.
1144,Running On Om,Love it!,5,Thank you so much! I find this podcast really inspiring and listen while I aqua jog in the pool.
1145,Running On Om,Amazing,5,"Highly, highly recommend this podcast. I loved the interview with Molly seidel and I felt moved to talk about these stigmatized topics with my teammates."
1146,Running On Om,Soul touching,5,"I love this podcast. Julia and her guests talk about deep issues and topics relevant to everyone. They encourage mindfulness, health, and growth. This podcast is inspirational and motivating. I am so glad to have stumbled across it. I know my life has been changed by the topics discussed."
1147,Running On Om,Honest & Inspiring Conversations,5,"I discovered this podcast after Molly Seidel placed second at the Olympic Marathon Trials and I saw she was recently featured on ROO. I gave her episode a listen and was immediately so inspired. I have listened to every episode in Chapter Two of ROO since then. This podcast has quickly become my go-to listen during my commute each day!
I am always so amazed how host Julia seems to bring out sincerity, honesty and vulnerability in each of her guests. Her questions/probes are always very genuine and spark great conversation. I think this podcast especially speaks to young women who are athletes or formerly competed at the collegiate level, but I would also highly recommend to anyone who loves the outdoors / being active.
If you are a first-time listener, I would highly recommend any of the Soul Sister Sessions episodes with Abbey Cooper or the episodes featuring Molly Seidel, Eliza Earle, or Clare Gallagher/Abby Levene. I found these episodes particularly inspiring, but every single episode is wonderful :)"
1148,Running On Om,Favorite pod!,5,I am nerd for this podcast. It always hits the spot.
1149,Running On Om,I really enjoy this podcast,5,"I found ROO because of Lauren Fleshman and immediately subscribed after their episode. I’ve enjoyed each one since and even went back and listened to some older ones. I appreciate the thoughtful questions and discourse. There’s so much conflict in the world these days, I really value pockets where there is none."
1150,Running On Om,Love Running on Om!,5,"I love listening to every episode of running on Om! Julia asks such insightful questions, and digs deep into the minds and thoughts of her guests. I love that so many aspects of running are discussed, not just the physical parts. Her questions help me look inside my own mind to question my existing thoughts and “whys” as well. I look forward to new episodes every week and it’s always first on my podcast queue!"
1151,Running On Om,I look forward to every episode!,5,"Julia has a unique ability to ask not only the right questions but to listen and draw out thoughtful, insightful musings from her interviewees. I always walk away from the pod with a greater appreciation for where I am and with inspiration on where I want to go because of the stories I hear. Thanks for coming back to podcasting :)"
1152,Running On Om,My solo running partner,5,"ROO is the podcast I can bring along with me on easy runs, long runs, and even workouts! I love listening to the conversations that Julia brings to the pod and the amazing women whose stories are told. I’ve probably alarmed more than a few people by laughing out loud to myself as I run past them, but the joy is so very real while listening! I’m grateful for the opportunity to hear about different sports and outdoor activities that have made a positive impact on the lives of these women, as well as the hardships they have coped with in their sport and in their lives. I’ve taken away so many new lessons, mantras, and ideas from ROO, and I am always excited to see a new episode appear in my feed! Thank you Julia and the whole team for creating this wonderful podcast!"
1153,Running On Om,Thank you!,5,"Julia is a very compassionate, aware and empathetic interviewer. Her intention behind interviewing is very easy to see manifested in the questions she creates. Thank you!"
1154,Running On Om,"Thank you, Julia!",5,"This podcast is wonderful -- longer review below.
I first met Julia while practicing yoga in Boston in 2017. In my eight years of practicing yoga, she’s been the most impactful teacher I’ve had the pleasure of learning from. She pushes her students to challenge themselves physically but also to be compassionate with their bodies, and recognize when modifications or rest may be the best form of growth. She also incorporates readings, personal stories, mantras and other elements of spirituality that challenge her students to grow emotionally as well as physically. I no longer have the privilege of practicing yoga with Julia, but I am grateful for her podcast, for it has the same elements of spirituality and introspective growth she includes in her yoga practice. As a runner, I’m intimately familiar with many of the themes she explores — from eating disorders to injury — and I’m grateful for her skilled facilitation as she delves into these topics and more with women who have devoted their lives to endurance sports. I admire Julia, and encourage anyone with a love for movement and the great outdoors to listen to running on om."
1155,Running On Om,Inspirational and so fun!,5,"This is my favorite (new to me) podcast. I am a huge fan! They are real, raw & fun. The interviews are super inspirational. I tend to listen while running or doing lame chores like ironing or folding laundry-making the time fly by! I love Julia’s calm interview style too."
1156,Running On Om,Compassionate inspiration from heel to heart and head,5,"Julia’s podcast persona is so comforting and kind--yet she cultivates conversations that ignite real, intentional changes. Her insightful conversation with Lauren Fleshman about considered eating helped me take steps I've needed to take for years: wise, kind, real."
1157,Running On Om,Awesome! Would recommend,5,"I’m a new listener, found podcast through Molly Seidel’s social media. Such a good listen and unique group of topics. Keep up the great work!"
1158,Running On Om,Beautiful conversations!,5,I’m so happy Julia is back to continue these amazing conversations with women in the running community.
1159,Running On Om,Love this podcast!,5,"Literally the best podcast, I recommend it to all my friends!"
1160,Running On Om,LOVE,5,One of my FAVORITE podcasts! Listen listen listen!!
1161,Running On Om,Inspiring,5,I have become so inspired by these stories - realizing these athletes are just like every other human on earth not just the super hero's the media can sometimes make them out to be. The way Julia speaks with such wisdom and kindness is so unique and special to the podcast world. Love everything about it!
1162,Running On Om,Great podcast,5,Very interesting and inspirational to hear about these runners and their daily obstacles they overcome!
1163,Running On Om,Listen to ROO for calm & inspiration,5,"ROO is like my little friend in my pocket. I listen to these episodes on my runs, walks, and doing chores around the house to add light to those activities. These inspire me, amuse me, lift me up, and bring me calm and perspective on life. I was overjoyed when Julia resumes ROO after her hiatus and find joy in each episode."
1164,Running On Om,Talent Self-Awareness Personified,5,"Outstanding discussion with a talented athlete and highly self-aware person who clearly articulates the ups and downs of her progression through life. Molly’s straightforward style and willingness to share, in part for the benefit of listeners who may be having similar struggles, make this podcast highly valuable. Thanks to Julia for facilitating the discussion so well and giving Molly the freedom to follow her thoughts. Beautiful work. Thanks!"
1165,Running On Om,"Inspiring, honest conversations that stick with you",5,"The stories of the women Julia interviews are all unique and inspiring...and will stick with you. Julia does not shy away from asking tough questions, but you can feel the compassion in her voice, and she has such an incredible talent for making her guests feel comfortable diving deep in their responses. As you listen you will learn about amazing women, as well as leave learning something (or two!) about yourself."
1166,Running On Om,The best,5,"Julia is incredibly inspiring. Her guests are a true testament to surrounding yourself with people who are loving teachers and partners in health, well being, and being active. This podcast is like warm summer day. Her former series was a game changer and so is this 2nd act. Keep on Julia, we adore you and respect you."
1167,Running On Om,So much gratitude for Molly sharing her story!,5,"As someone who has shared a similar struggle with eating disorders and OCD but has since found and maintained a love of running and fueling my body to be a better runner and healthier/happier person, hearing her story resonated to my core. Getting to hear her story and perspective leading up to the trials (especially knowing how the trials turned out!) was just awesome and so inspirational! I’m currently dealing with an injury that’s taken me out of running for 6 months and it’s been a struggle - hearing other people who have been through it and come out of it even stronger means so much to me right now. Thanks for sharing and keeping on sendin’ it!!!"
1168,Running On Om,Molly and KNEAD!,5,"Julia, my first experience with your pod was the Molly Seidel interview. You are such a wonderful interviewer, letting Molly explore her story by respecting the pauses, knowing when to very gently make only minor course corrections in the talk. I was fortunate enough to watch Molly’s inspiring silver in Atlanta and was blown away by her story and her insights, wise beyond her years. I’ve subscribed and look forward to many more engaging guests and topics. Above all else, however, Molly made me a lifelong fan of both her and ROO when she called out KNEAD!!! This Li’l Rhody resident is equally obsessed, and Molly’s shout out is proof positive of her true genius! Nutrition be damned, gimme an old fashioned and get the hell outta my way ;)"
1169,Running On Om,Thank you!,5,I found this podcast just this weekend and then found the incredible interview with Molly Seidel. I can’t wait to listen to more! Thank you!
1170,Running On Om,great podcast,5,I had to listen to the interview with Molly Seidel after her making the US olympic marathon team. It’s great to hear someone’s candid journey and mindset with running. I especially like the focus on the joy of running and donuts!!
1171,Running On Om,Love!,5,"As a young female runner myself, these conversations are very relatable and have inspired a lot of personal reflection. I appreciate the balanced and empowering perspectives Julia shares through her podcast!"
1172,Running On Om,So relatable and refreshing!,5,I loved the podcast with Molly Seidel on mental health and professional running! It was so relatable and refreshing. I look forward to listening to more Running On Om during my long runs and I’ll be cheering for Molly at the Olympic marathon trials in Atlanta before running my own race the day after. Full send Molly!
1173,Running On Om,Julia is a beautiful soul!,5,I am so so so so happy I discovered Running on Om. The conversations Julia has with all these unique individuals are always incredibly thought-provoking. Julia is so graceful in her questions and the conversations often seamlessly flow into those intimidating corners of the world that aren’t ventured to enough. I could not recommend this podcast more.
1174,Pioneering Today with Melissa K. Norris,Best homesteading podcast out theee,5,"As a former city girl my whole life, I intentionally moved to a rural area as an adult for a more homesteading way of life for moral, health, and personal reasons. Melissa’s podcast has been the most important, informative, supportive podcast I have ever found to encourage me in this lifestyle! Just do yourself a favor and subscribe now!!"
1175,Pioneering Today with Melissa K. Norris,Believer,5,"Melissa and Ann do a great job of making a case for being more intentional in how we live. We can create buffers (by growing food, i.e.) to lessen the impact of the next crisis. Maybe COVID will indeed be the ""nudge"" for us to live more prepared."
1176,Pioneering Today with Melissa K. Norris,An AWESOME Resource,5,"Melissa is so sweet, genuine and down to earth! She provides great resources for homesteading. She speaks from her heart and experience. For the negative people who don’t believe in God, this may not be your podcast and you don’t have to listen. I love her wisdom and desire to help other people be self sufficient!"
1177,Pioneering Today with Melissa K. Norris,Good info,5,Good info for people to think about. No fear monger I g just info about be responsible to family and neighbors. The biblical side is not heavily prevalent but I really enjoy the interjections of trying to live better!
1178,Pioneering Today with Melissa K. Norris,Most informative and encouraging podcast,5,This podcast is a source of hope and encouragement! Melissa is very informed and she is great at breaking down complicated topics and teaching step by step processes. She is practical and realistic! Melissa has been living this life for over 20 years- she knows what you really need to do to learn how to live a sustains life!
1179,Pioneering Today with Melissa K. Norris,"Great Concept, Poor Delivery",2,"The good: great info on gardening and homesteading!
The bad: I underestimated how Christian the podcast would be. I also feel like there is a touch of unnecessary fear mongering thrown in. The sound quality is really inconsistent."
1180,Pioneering Today with Melissa K. Norris,Everything I was looking for and more,5,"I am so excited to have discovered your podcast. It encompasses everything I’m trying to do (growing our own food, cooking from scratch, making own materials, being resourceful and budget friendly) and more. I have learned so much after binging on past episodes and can’t wait to hear more!"
1181,Pioneering Today with Melissa K. Norris,Almost a great podcast,2,"I think this podcast has some great and useful information. The host is a really great speaker. However, the sound quality of the audio can be extremely poor at times and I could DEFINITELY do without the bible readings."
1182,Pioneering Today with Melissa K. Norris,One episode & I’m hooked!,5,Lots of great info just in the seed selection episode. I’m looking forward to listening to more & getting into the blog & YouTube videos. 👩🏼‍🌾
1183,Pioneering Today with Melissa K. Norris,Love this podcast!,5,Such great information! And wonderful to listen to. It’s like your sitting right there with her chatting! Very enjoyable and informative!
1184,Pioneering Today with Melissa K. Norris,"Uplifting, A Little Bit Of Everything",5,"I have no idea how I haven’t heard of Melissa sooner! I recently discovered her podcast and am just in love with all of the episodes I’ve listened to. My family and I live in rural Iowa, and have family focus on Jesus, health and doing things a more natural and old fashioned way and Melissa’s podcast episodes speak to all of those things! I love all of the tips and tricks I’ve learned and now have both of her books on my Amazon Wishlist :) thank you, Melissa for sharing all of this wonderful information on homesteading and sticking to your roots :)"
1185,Pioneering Today with Melissa K. Norris,Time to step up the sound quality,3,"For a podcast that’s been around for a while and has such great content, the sound quality is so bad! I don’t understand how it hasn’t been improved. I listen to dozens of podcasts and Melissa has the worst sound quality of them all. It’s so distracting and I would listen way more often if it was fixed."
1186,Pioneering Today with Melissa K. Norris,Encouraging and resourceful,5,This podcast is so great!! Melissa is so encouraging and has an abundance of resources available to her listeners. I have learned so much from her and am challenged to keep growing in my own homesteading skills 💕
