,podcast name,review score,review text
18,My Favorite Murder with Karen Kilgari...,5,"I love this show. Its a fabulous True Crime Podcast, but also bear in mind that its a comedy podcast. Ignore the negativity. I feel like Karen and Georgia do an excellent job of talking about some really fascinating, albeit difficult, topics, with both respect to the victims of the crimes, and while diffusing the situations with light humor. I'm the first one to turn off a True Crime Podcast if I feel its disrespectful, this one isn't. I started listening a few weeks ago, and I'm binging. I feel like I'm sitting with 2 great friends, on Georgia's couch, petting Elvis and having a great conversation. If you tried one episode, and you weren't in love, PLEASE give it another go. Stay sexy, and DON'T GET MURDERED!
"
19,My Favorite Murder with Karen Kilgari...,5,"The first time, I had a hard time getting through the first episode. But I decided to give it another go with a more current episode and felt like I found my people. I listen to a variety of true crime podcasts, but this is one of only two that I found combines humor with enthusiasm for true crime. Karen and Georgia manage to broach some delicate subjects with sincerity -- much of which is manifested through the community by way of support for one another and good causes like helping plow through the backlog of rapekits across the US. Karen and Georgia are not murder snobs. They are like two people you wish you knew in person.
"
20,My Favorite Murder with Karen Kilgari...,5,"If you're more into somber/humorless stories about murder, this podcast won't be your cup of tea. They do take some time at the beginning of each episode to chat and joke, do some ""housekeeping"" and updates, and I think it's a great way to kick off talking about horrifying true crime stories. Those who just want to get to the ""good stuff"" might be kind of frustrated. They have a very wry, dark, sometimes TMI sense of humor, which I love. They do joke throughout the murder stories too, and they try to end each episode with positive/lighthearted stuff. Perfect for people who love true crime and have a morbid curiosity, but also appreciate humor peppered in to keep the nightmares away.
"
21,My Favorite Murder with Karen Kilgari...,5,"Don't expect perfectly researched crimes or a polished presentation - you won't get either. What you will find is a super entertaining hour hosted by two very funny, completely relatable women. I'm an ex public defender with a life-long interest in crime, but my favorite part of the show if what happens before the crime talk. Karen and Georgia's pre-crime banter is hilarious. They are genuine and original and have amazing chemistry. The show is so honest and personal and I feel like we're friends. I look forward to listening every week.
"
22,My Favorite Murder with Karen Kilgari...,5,"I recommend this show to almost everyone because it is the most brilliant post-modern meta-critique of expertise, gender politics, civic duty, and criminal justice that I have ever come across. It is a master class in Millennial culture--audience participation; nostalgia for pop-culture kitsch; detached cynicism for society's horrors punctuated by genuine emotion for simple acts of humanity; and above all, a brutally honest dialogue about mental health. Start at the beginning and stick with it for a few episodes. By episode 8, you'll be laughing out loud.
"
23,My Favorite Murder with Karen Kilgari...,5,"So many podcasts that don't have huge production budgets have two hosts talking to each other and it is painful to listen to. THIS podcast is so well done it seems Karen and Georgia are amazing professionals that have been doing this for years and years or every word is scripted in advance, because it ALL WORKS! Don't know how they are so much fun, but I have this podcast on all the time. Bummed I didn't know it existed before they did a live show in my city. Luckily I've only listened to 30 episodes so I have plenty more backlog to hear before I have to wait for a new episode to drop. Great job!!!! You guys make this look easy (and we know it isn't!)
"
24,RUMBLE with MICHAEL MOORE,5,"Michael--I agree with you that this is the very best thing you could do with the next year (instead of making a movie). News changes so fast! And so do newsfeeds. I will follow this of course--one suggestion I have is to get not only get famous people in the mainstream like Mr. DeNiro--but also the most popular liberal youtube channels--like TYT, Kyle Kulinsi, Sam Seder etc. Many of these great liberal voices are in New York so it shouldnt be too difficult! We must win over the depressed electorate and fight for the world that we will create. Soldiers never died to defend demagogue dictator wannabes! -A lifelong fan from Portland OR
"
25,RUMBLE with MICHAEL MOORE,5,"A deep bow of gratitude to Michael for never giving up in troubled times, and for not letting us give up either. His underlying message of empowerment and proactive engagement of, for, and by we the people may just keep me sane over this next election cycle. Not only does he gently (yes, gently: I find his pod-voice comforting) lay out what must be done, but builds the case for how and why, as if he were coaching us on our civic responsibility. For instance, it felt like he was our eyes, heart, and mind in the House during the Impeachment debate and vote beyond what we watched on C-SPAN. Thank you, Michael Moore.
"
26,RUMBLE with MICHAEL MOORE,5,"Michael. I am a senior living in Toronto, born in Windsor, ON. I have been binge listening to your podcast and it is amazing. What I take away the most is how grateful that I am to be a Canadian. My three siblings have recently had major health concerns, including my youngest sister being in intensive care for three weeks with a brain aneurysm. The only expense would have been parking, but the fabulous hospital is on the subway line. How the US continues to be in the dark ages when it comes to health care, while having the greatest education facilities, the leading edge science and more continues to baffle us all.
Keep up the great work. You are doing so well and I am a podcast aficionado!!
"
27,RUMBLE with MICHAEL MOORE,5,"our present system we have to deal with...YOU JUST CAN'T FIX STUPID. And that goes for bs president and associates
"
28,RUMBLE with MICHAEL MOORE,5,"WE are the ones we have been waiting for Michael, and YOU pod it out there for a terrific reminder. Together we are better; in a harmonious chorus that shouts across the land - integrity UP! Love, EARTH.
"
29,RUMBLE with MICHAEL MOORE,5,"These are wonderful and thoughtful conversations! I really enjoy this show!
"
30,RUMBLE with MICHAEL MOORE,5,"Great conversations! Thought provoking conversations and insight! Michael is great!!
"
31,RUMBLE with MICHAEL MOORE,5,"This show has come at a time when we really need to hear from Michael Moore and others. Thank you so much, Mr Moore!
"
32,The Rachel Maddow Show,5,"Rachel, you are my hero.You have a personality like non other. Your show has gotten me me through the worst of times which started with Trump's election, a political tsunami that is reaching the shores of the small prairie outpost where I live in the Great White North that is Canada. Eh Rachel! I love your show, I admire your intelligence, your respect for the truth. You are a master storytelling, weaving a tapestry of meaning from the facts of political life as it unfolds before us.I am mesmerized. You give me hope. You have awakened in me the sleeping giant of affirmative action. The world is a better place because you are in it. Please run for president.
"
33,The Rachel Maddow Show,1,"I must admit I attempt to avoid watching TRM show in order to listen to the daily podcast.  For the past several years I multi task by listening to the podcast while jogging.  TRM show can be counted on to deliver full scope reporting, exposing flaws of narrow messaging, misleading commentary,  and non credible sources. I truly enjoy her call out of PoltiFact, it is hilarious listening to the volume increase of her voice when dispelling yet another failure of their statements. I encourage my friends to join the podcast hoping they will appreciate the deep dive of facts presented on current political affairs.   
"
34,The Rachel Maddow Show,5,"Rachel always has the facts down cold. She never asks the viewer to take her word for anything. Everything piece of information is attributed to a credible source and she always tells the story in narrative form, so that the story actually plays out as a story. She is relentlessly cheerful and polite, even when telling stories about hypocrisy, corruption or even oppression of minorities. Rachel Maddow makes sure that ""The Rachel Maddow Show,"" is actually never about Rachel Maddow.  So it turns out that the smartest person on TV is also authentically humble.  Read ""Drift,"" by Rachel Maddow. 
"
35,The Rachel Maddow Show,5,"Enjoy watching/listening to a broadcast that is researched, documented, thoughtful and doesn't assume anything but gives the viewer/listener points to consider, leaving much room to reach personal conclusions. It's nice to hear Miss Maddow speak in complete sentences, using more than a third grade level vocabulary, not talking down, up or sideways to her audience. I very much appreciate all supporting documentation presented for each story. Interviews are conducted respectfully with thoughtful questions. There's much news from many source -- I enjoy getting many points of view -- Miss Maddow's broadcast is certainly in my top ten.
"
36,The Rachel Maddow Show,5,"I have been a long time fan of this show and when I got rid of cable I thought I would have to go without. So I was excited to find this show on Stitcher a few months later. Rachel covers mainstream news with a liberal slant of course but what really makes the show shine is the in depth coverage of events you don't see anywhere else. I especially like how she builds on in depth topics throughout the week so you really get the full story rather than a 2 minute tidbit. Also the gusts she brings on are definitely knowledgeable and don't always necessarily agree with her brand of liberalism which makes for good discussions. This is by far my favorite new source and I highly recommend The Rachel Maddow Show to everyone.  
"
37,The Rachel Maddow Show,5,"My family and I have listened and followed Rachel Maddow since she was on Air America. We were quite excited when MSNBC, after having her on as a informed guest, and then stellar guest host, gave Rachel for her very own show! To say we learn something new Everyday! from this program is an understatement. TRMS has remained as fresh, informative, current and as reliable as ever. Kudos to Rachel and the entire the team that makes it all work, it seems, so effortlessly. Keep up the great work. Thank you Stitcher for your app and availing us full episodes of TRMS .
"
38,The Rachel Maddow Show,5,"Rachel is one of the Greatest News Story Tellers in the history of journalism. Her unique style in delivering the news in an articulate, factual, compassionate, and interesting way, sets her way apart from, and above, her contemporary fellow journalists. There is no one in the news business is in the same category as Rachel she is simply amazing and I love to listen to her every weeknight on Stitcher Radio. I don't always agree with her perspective on some subjects, but I respect the fact that she always tries to corroborate her news facts when delivering her news stories. Keep on Rock-It Rachel you magnificent Story Telling Journalist! Intelligence is sexy, Rachel is beautiful, and there is a whole lot of sexiness go on with Rachel! Thank You
"
39,The Rachel Maddow Show,5,"I almost never watch Rachel on TV but make it a habit to at least listen to her show intro (the first five minutes) on Stitcher every day. She is great at connecting disparate facts, often historical, and bringing them to bear on a current issue. Almost all of the time it is not a problem not having video although on occasion she will show something and not explain it.  
Once she gets to the ""guest who always agrees with me"" second segment though I tend to move on to other shows. When she has a great topic or is really on fire I'll listen to the entire show on Stitcher. Always time well spent.
"
40,True Crime Garage,4,"I like this show because they take interesting cases and Nic does some serious research and is very well versed. If I have one complaint, it is that the Captain seems like the bored kid in the back of the classroom that often involves themselves in conversation only to crack a joke or go off task. I mean, he sometimes makes decent point, but rarely. And sometimes the attempt at levity are not appropriate. However, Nic is so good, he offsets this and redirects the conversation. I mean, if you have something to inject that is relevant, but if you just want to speak because you are tired of listening, well, good for you, but nobody else.
"
41,True Crime Garage,2,"I've been listening to the boys for a long time now. And, my personal pet peeves aside (incorrect grammar is the biggy...Nic ;) ) , they put out a good show. I find it amusing to read all the ""Dump the Cap'n!"" reviews, cuz I adore the Captain. And Nic ain't so bad...and none of that personality difference matters anyway. Point being, if either of them got ""dumped"", this show wouldn't work. It takes both, and it gives people the unending choice to choose a preference between them, which people seem to need more than air. I'm here because the Captain usually says what I am thinking, and the guys do their research. Keep it up, gentlemen
"
42,True Crime Garage,4,"This is absolutely my favorite true crime podcast available! The guys do a great job covering the facts and sharing their own thoughts and opinions while remaining conscious and compassionate to the victims and their families. Something that is sometimes lost on other podcasts of this kind. When I first started listening I thought the mixes with the news clips at the beginning of each show were a lil hokey but now I actually really look forward to seeing how they will introduce an episode musically every week. I'm actually finding myself now being caught up on episodes wanting to go back and re-listen to the older ones again, so bravo!
"
43,True Crime Garage,4,"This podcast appeals to a broad audience because it takes serious crime cases and dissects them in a way that the everyone can understand. The story telling model - two guys sitting in their garage drinking beer and discussing true crime is very refreshing. If your feelings get hurt easily or strict political correctness is your game - you may have to listen to more than one episode before you get what these guys are doing, and keep your opinion to yourself until you do so. Nic is a master storyteller and The Captain balances out the story with thoughtful insights as well as keeping one hand on the brake in case the Nic train gets going to fast. Definitely one of the best podcast out there for true crime or otherwise.
"
44,True Crime Garage,5,"This could be an excellent podcast were it not for ""The Captain"". The case choices are interesting, the research is pretty top notch, the sound quality is great, and Nic is a consummate professional. BUT, I always find myself gritting my teeth to get through the episodes because of ""The Captain's"" inane, misinformed, misdirected, and generally garbled input. He spews an unceasing stream of ""jokes"" that fall totally flat, and spends the bulk of each podcast nitpicking and arguing with Nic, almost always with no purpose or point, just to be maddeningly contrary. Were it just Nic alone, or with almost any other second speaker, this show would be great. As it is, It's like listening to an adult discuss true crime with a cranky, drunk, nine year old.
"
45,True Crime Garage,5,"For the most part this is well-researched and calmly presented information, but the Captain has the diction and vocabulary of a 15-year-old C student. He's just a chore to listen to. He claims to be the sound guy and editor, so why doesn't he edit out the times when it takes him 6 or 7 tries (sometimes with aggravated grumbling) to get out a sentence? Nic would be better served playing the interested everyman against someone who passed high school biology and can string 9 words together without gargling them at the back of the throat.
"
46,True Crime Garage,2,"After having been through most of their catalogue now I'd have to say that Nic and the Captain have great rapport and do seem to go very detailed into each case - more than most podcasts. I especially enjoy the multi-part episodes where they do deep dives.
However, they don't seem to be the brightest dudes in the world and sometimes speak in utter gibberish, use the wrong terminology or make baseless generalisations which can make you distrust their commentary. I find that any case that is related to wider social issues is usually a write-off because of their lack of understanding.
In short: two bros drink beers and chat about murders. If that's your thing you'll dig it, but don't expect anything deeper.
"
47,True Crime Garage,2,"Nic and The Captain are hosts I could be friends with. I love the tone of this show. Two down-to-earth guys sharing fascinating true crime cases in a well laid-out format. They present the facts, include interviews and media clips, provide insightful theories and speculate on possibilities. Always interesting! Nic and The Captain's styles compliment each other well and balance out the serious nature of the topics. The Captain's quick, subtle wit and the host interaction sets this show apart from the hundreds of true crime podcasts out there. They keep it fresh and keep me coming back for more.
"
48,This American Life,5,"I have been a regular listener (and contributor) for ten years or so.  It is one of the finest media creations of any kind, and really the only narrative artform that has matched the quality of the best of the current Golden Age of serial television.  The thematic topics are consistently surprising (very hard to accomplish that); the stories themselves run the gamut from hilarious to heartbreaking (sometimes in the same story), and the production values are superb:  sound editing, music and the exquisite use of silence.   I often find myself wondering, ""How does this program continue to be this excellent when so much of the culture lurches towards mediocrity.   It actually  makes me think differently (and more positively) about this American Life I am part of.  
"
49,This American Life,5,"This American Life is EPIC. Get involved. Ira Glass is an incredible host, reporter and storyteller. Every week the show highlights a different aspect of American society with a unique and thoughtful eye. This show has made me laugh, cry, think, tell all my friends about it and I look forward to hearing this podcast every weekend on my long runs. In fact, I once had the pleasure of meeting Mr. Glass (extremely nice/goofy guy) and I told him that it was between him and Beyonce for my favorite running partner.
"
50,This American Life,5,"This show is always hard to explain to people who've never heard it before. I usually say it's about just what the title says: American Life. Beyond that I explain that there are very diverse topics tied together by a theme for the week. If you've never listened before give it about three tries. Some shows are better than others (or just more interesting to me), but I've never gone more than three weeks without finding something really interesting. 
"
51,This American Life,5,"This American Life is never a disappointment. TAL is the reason I listen to all the other PODCASTS! A new twist on reporting, and topics seldom covered with such indepth. The humor is very tastefull. Wiretap, Risk, Radiolab, The Moth, Third Coast Int, and of course This American Wife, can all say thank you to Ira Glass and his crew for sucking another listener over to the other side. ;o)
"
52,This American Life,5,"If you have never listen to This American Life. You are surely missing out on one of the best radio programs on today. Its like having an award-winning documentary broadcasted to your phone. The in depth reporting on stories that you can't or won't hear anywhere else is amazing and refreshing in our sound byte driven media landscape today. Enough can't be said about this program. Enjoy! 
"
53,This American Life,5,"This American Life is a fantastic program. The stories they tell each week are wildly engaging and truly remarkable, the cadence and flow of the show are perfectly timed, and Ira Glass is the best host you could ask for. I don't think you have to be an NPR fiend to love this show; I think you just have to have a curious and active mind. Five stars for making me think, smile, and grow.
"
54,This American Life,5,"The stories told on TAL are compelling and entertaining. Some stories make you really think or see a new perspective, others may make you laugh out loud or tear up a bit. Ira is always great and most if the storytellers are extremely interesting. David Sedaris often makes a guest appearance and the show does fun and creative things like broadcast live I to movie theaters. I encourage you to check it out and it may become your new favorite show. 
"
55,This American Life,5,"TAL is one of my all-time favorite things about public radio and one of the reasons I support my local NPR affiliate. I love the insight you get from hearing stories from other peoples lives that makes you realize how similar (or dissimilar!) our own lives are to other Americans. Stitcher is the best way I've found to listen to TAL and to discover new programs like it. 
"
56,Dateline NBC,5,"With KEITH it is, as if, he KNOWS what he's talking about, as if he has walked these dark quiet lanes, dug these shallow graves, pushed the body crumpled and bloody as it was behind the boiler, seen the moon, low and pale in the sky that quiet and freezing night. It's as if, somehow - maybe perhaps, just maybe, HE was there. Maybe he knows a lot more than he is letting - on. Is KEITH MORRISON A KILLER ???
"
57,Dateline NBC,5,"I have loved Dateline since I used to watch it when I was a little girl with my parents.
"
58,Dateline NBC,5,"I accidentally discovered this podcast and I love it! The host presents the cases in a well informed and compassionate manner and has a lovely voice!
"
59,Dateline NBC,5,"This is the best podcast ever made. I love true crime but I hate listening to endless commentary. I just want to listen to the story and form my own opinions and this does just that. Excellent all around.
"
60,Dateline NBC,5,"Keith Morrison is the greatest storyteller of our time.
"
61,Dateline NBC,4,"Unfortunately, some crimes happen enough, that the whole story is just so predictable & depressing. Keith Morrison Episodes are 5 stars though, always.
"
62,Dateline NBC,5,"I am a true crime ADDICT and this is the only true crime podcast I will now listen to. So much more interesting to listen to than all the others, most likely because Keith Morrison is so much fun to listen to. Such a great voice, great narration & great story-telling. Love Dateline!!
"
63,Stuff You Should Know,4,"Great show! I never miss this one. They always pick interesting topics and deliver the content in an easy to follow manner. The back and forth between the hosts actually makes it easier to listen to the episodes and stay interested. Decent production value - they try to insert enough variety in the delivery that makes it easy to stay tuned in. I'm rarely just sitting there listening to the show, so good production makes it easy to listen.
The interaction between the hosts feels natural and actually keeps you included in the show. Occasionally, they get a little silly, but overall it's well done. Add this to your playlist!
"
64,Stuff You Should Know,1,"I absolutely LOVE listening to this show. I usually am not a fan of talk radio or podcasts. Being a listener of music, I usually want to skip straight over the talk, but when a friend told me about the Sticher app, I had to look into it. Really the only show I listen to on this app is Stuff You Should Know. As a teacher, I use it in my 6th grade classroom (or just impress my students with my wide range of knowledge on whatever topic we are discussing for the day). The show is highly entertaining while still being informative--a tough combo to create at times. Josh and Chuck...Bravo, guys! The show is superb!
"
65,Stuff You Should Know,4,"I did realize how much I enjoyed the chemistry between Chuck and Josh until I got sucked in on the April Fool joke. Honestly I was on the treadmill and was ready to pull the plug on SYSK. Glad I didn't or I would have missed all the great shows that followed. A subtle version of Abbot and Costello's whose on first. I even liked the Cohen, Cohen, Cohen and Cohen routine in the Burlesque show. The classic ending of throwing a rock and talking to the person it hit was right on the mark. Subtle and smart to those who are paying attention. Effortless learning!
"
66,Stuff You Should Know,5,"Love the shows, for the most part. As someone who lost both parents recently and had to compile their obits, I could relate to the Obituaries podcast. But one thing bothered me. They kept pronouncing ""Linotype"" incorrectly. The Linotype machine is a machine formerly used by typesetters to set a line of type. Hence the name: Line O' Type. They kept saying Linn O Type, which is wrong. My father, who was a printer, would be spinning in his urn if he heard Linn O Type. Also, I wish they would stay on topic and not divert into tangents that take away from the topic at hand. But I keep listening!
"
67,Stuff You Should Know,5,"I used to love this podcast, but I've noticed the show goes into political points of view and strays from topics more and more lately. I keep coming back to try to find an episode I can enjoy and find it's difficult to listen to an entire podcast. My suggestion to SYSK is to pick interesting topics and provide more information on said topic as opposed to sharing your political views and bias. I get enough of that outside of podcasts and there are other shows dedicated to that sort of thing. I can't say for certain, but it may help your ratings which appear to be consistently declining on Stitcher.
"
68,Stuff You Should Know,4,"These guys are entertaining and are generally pretty informative. That said, the shows are generally based on an article from the website that was written by someone else and some of the details are wrong. I don't know if the fact checking issue is with them or the articles but there are definitely factual errors on a regular basis. So, enjoy the banter and the general explanations but double check any amazing facts before sharing them with friends.
"
69,Stuff You Should Know,2,"Stuff You Should Know is one of my top 3 favorite shows because of Josh and Chuck.  They are funny, intelligent and their shows are very well researched and there's always an interesting angle/ twist to their shows.  I listen to all their shows and the one about savings was particularly outstanding.  I had my boyfriend listen to the show on Ways to Save Money and immediately afterwards he did inventory of his spendings and was able to get his cell phone company to cut his monthly bill from $100 to $50!  Thanks for the amazing show and great ideas!
"
70,Stuff You Should Know,3,"A long, long time ago, when this show was born, Josh and Chuck used to do a wonderful job learning their stuff. I remember a very early episode on the sun starting out something like, ""Wow... we did a ton of research for this to prep... we're going to get a few things wrong, but very excited about this episode...""
These days it's become very opinionated. I stopped listening the day I heard Chuck begin, ""Sorry if we're low energy. They have us record these back to back... so I think this is our 3rd episode today...""
The passion is gone. Topics are explained on a superficial basis without much research. If you actually enjoy learning, this show no longer scratches the itch.
"
71,Pardon My Take,5,"Great Interviews. If you get it you get it. If you don't it will confuse you.
"
72,Pardon My Take,5,"This is the most elite podcast of all time.......................
"
73,Pardon My Take,5,"Like Joe Flacco, there are many questions about whether this podcast is elite or not. Big Cat and PFT always come through in crunch time but never seem to do so in the regular season? But really this is really funny and the Segments are great. I do not wash my apples
"
74,Pardon My Take,5,"This podcast is as elite as Joe Flacco. You can hear the take quakes across the country, even when the bachelor is on, which I'm not watching...
"
75,Pardon My Take,5,"I'd be a real shame to rate this podcast so highly without any compensation, so I will not.
"
76,Pardon My Take,5,"All my jokes come from this show. I haven't had an original thought in the past 2 years.
"
77,The Glenn Beck Program,5,"Glenn is a true patriot who inspires me to learn more about the founders intent. As a 22 year military veteran, my heart swells with pride knowing that there are Americans such as Glenn that want to ensure that our government be accountable to the people and to do what is right for the nation and not their own interests. Glenn has opened the eyes of so many people to learn more about our government to ensure our freedoms are maintained. I met Glenn several years ago during his Rally for America and was impressed with him taking the time to thank me for my service which I could tell was sincere. He is a great American that is threatening the status quo to ensure liberty prevails.
"
78,The Glenn Beck Program,5,"I'm a conservative Christian. I agree with most of what Beck says, but I really hate being ""Noah'd"". Beck sometimes goes on too long about things. That said, What I really love and enjoy about the show the most is the dynamic between Glenn, Pat and Stu. I love that Pat and Stu tease Glenn and call him out when he starts gettin' crazy. That Stu gets so irritated with Beck sometimes and Beck just keeps poking and Prodding is pretty great. Pat's got does some really great impressions. It's really fun to listen to and makes my hour and half drive home from work not seem so long. You guys seem like really great friends. I think that's what makes the show really good. Thanks guys! Keep the truth and perspective coming!
"
79,The Glenn Beck Program,5,"Glenn's show on our local radio is on at a time when I can't always listen to it in the car.I love that I can listen to it on Stitcher. The Glenn Beck Program has been my favoriteshow since he's been on the air. I enjoy the content, the relevance, and his values; that he loves this country as much as I do, and points out that the goodness in the American people who feel the same way we do. He also has a great respect for the Founding Fathers and the vision they had for a radically new way of government. Plus, Glen, Stu, and Pat are hilarious! It's a great show.
"
80,The Glenn Beck Program,5,"With all of the media outlets out there with either a dedicated lean to the left or right, the Glenn Beck Program offers both sides of the story with the right usually bring the correct side. At least the left can't call him one-sided.
His guests are always extremely knowledgeable and well prepared to give the whole story.
In short, I recommend any true blooded American that needs to know the truth and then make their own decisions and not be manipulated into thinking one side or the other. Listen to this program!
"
81,The Glenn Beck Program,5,"Such a great way to find out what's ""really happening around the world"". So many trust the basic T.V. and radio stations- but these stations are owned by the rare few who all have the SAME point of view and have been in the gov's pocket for so long now, They have an agenda. Ever notice how the info on all the news stations get repeated OVER and OVER again, and who cares about whats being reported...the only current and pertinant info. comes from the Blaze...for as long as that lasts...
"
82,The Glenn Beck Program,5,"Glenn's radio broadcast can be a bit too sophomoric at times, a bit too libertarian, and occasionally a bit too conspiratorial for my liking, and yet he is all heart and you got to love it when he speaks passionately about the issues affecting our country. Our country is headed for rough times, and it's nice to hear someone is confronting this head on from the perspective of how our founding fathers would -- both politically and character wise.
"
